Reading timing models for corner nom_tt_025C_1v80…
Reading timing library for the 'nom_tt_025C_1v80' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__tt_025C_1v80.lib'…
Reading timing models for corner nom_ff_n40C_1v95…
Reading timing library for the 'nom_ff_n40C_1v95' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ff_n40C_1v95.lib'…
Reading timing models for corner nom_ss_100C_1v60…
Reading timing library for the 'nom_ss_100C_1v60' corner at '/pdk/volare/sky130/versions/0fe599b2afb6708d281543108caf8310912f54af/sky130A/libs.ref/sky130_fd_sc_hd/lib/sky130_fd_sc_hd__ss_100C_1v60.lib'…
Reading OpenROAD database at '/work/runs/RUN_2026-03-17_14-13-04/30-openroad-cts/rns_top_crt.odb'…
Reading design constraints file at 'designs/_shared/ll_policy/constraints.sdc'…
[INFO] No information on clock propagation in input SDC file-- propagating all clocks.
[INFO] Setting RC values…
[INFO RSZ-0094] Found 39 endpoints with setup violations.
[INFO RSZ-0099] Repairing 39 out of 39 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
max displacement            8.4 u
original HPWL           39251.1 u
legalized HPWL          41391.3 u
delta HPWL                    5 %

[INFO DPL-0020] Mirrored 696 instances
[INFO DPL-0021] HPWL before           41391.3 u
[INFO DPL-0022] HPWL after            39989.4 u
[INFO DPL-0023] HPWL delta               -3.4 %
[INFO] Setting RC values…
Setting global connections for newly added cells…
[INFO] Setting global connections...
Updating metrics…
Cell type report:                       Count       Area
  Fill cell                               308    1156.11
  Tap cell                               2496    3123.00
  Clock buffer                              9     225.22
  Timing Repair Buffer                    192    1470.16
  Inverter                                 59     226.47
  Clock inverter                            7      73.82
  Sequential cell                         110    2977.86
  Multi-Input combinational cell         1549   13073.79
  Total                                  4730   22326.41
Writing OpenROAD database to '/work/runs/RUN_2026-03-17_14-13-04/32-openroad-resizertimingpostcts/rns_top_crt.odb'…
Writing netlist to '/work/runs/RUN_2026-03-17_14-13-04/32-openroad-resizertimingpostcts/rns_top_crt.nl.v'…
Writing powered netlist to '/work/runs/RUN_2026-03-17_14-13-04/32-openroad-resizertimingpostcts/rns_top_crt.pnl.v'…
Writing layout to '/work/runs/RUN_2026-03-17_14-13-04/32-openroad-resizertimingpostcts/rns_top_crt.def'…
Writing timing constraints to '/work/runs/RUN_2026-03-17_14-13-04/32-openroad-resizertimingpostcts/rns_top_crt.sdc'…
